id,item.id,buyout,unit_price,quantity,time_left,bid,rand,context,pet_species_id
984283543,15138,4509500,,1,VERY_LONG,,,,
984283561,15138,4509500,,1,VERY_LONG,,,,
984283576,15138,4509500,,1,VERY_LONG,,,,
984283587,15138,4509500,,1,VERY_LONG,,,,
984283599,15138,4509500,,1,VERY_LONG,,,,
984283605,4038,8999600,,1,VERY_LONG,,,,
984283611,15138,4509500,,1,VERY_LONG,,,,
984283617,15138,4509500,,1,VERY_LONG,,,,
984283629,15138,4509500,,1,VERY_LONG,,,,
984283633,15138,4509500,,1,VERY_LONG,,,,
984283649,15138,4509500,,1,VERY_LONG,,,,
984283670,6416,1924500,,1,VERY_LONG,,,,
984283724,7490,6559000,,1,VERY_LONG,,,,
984283777,15181,20851200,,1,VERY_LONG,,,,
984283823,1613,2316500,,1,VERY_LONG,,,,
984283887,14959,24528600,,1,VERY_LONG,,,,
984283936,15426,104036200,,1,VERY_LONG,,,,
984283971,14136,90005100,,1,VERY_LONG,,,,
984283978,14136,90005100,,1,VERY_LONG,,,,
984283984,14136,90005100,,1,VERY_LONG,,,,
984283991,14136,90005100,,1,VERY_LONG,,,,
984284000,14136,90005100,,1,VERY_LONG,,,,
984284005,14136,90005100,,1,VERY_LONG,,,,
984284019,14136,90005100,,1,VERY_LONG,,,,
984284025,14312,22052900,,1,VERY_LONG,,,,
984285763,9430,1999979900,,1,VERY_LONG,,,,
984307200,7053,2990000,,1,VERY_LONG,,,,
984307224,6836,13009800,,1,VERY_LONG,,,,
984310177,223118,7991900,,1,VERY_LONG,,,,
984314767,82800,9950000,,1,VERY_LONG,,,,
984318798,82800,124009400,,1,VERY_LONG,,,,
984319304,82800,75359300,,1,VERY_LONG,,,,
984320129,82800,770000,,1,VERY_LONG,,,,
984320146,82800,770000,,1,VERY_LONG,,,,
984320358,82800,2662500,,1,VERY_LONG,,,,
984320535,82800,1448400,,1,VERY_LONG,,,,
984320630,32672,5001000,,1,VERY_LONG,,,,
984321092,160151,894400,,1,VERY_LONG,,,,
984321340,160125,2007000,,1,VERY_LONG,,,,
984322937,199040,19999900,,1,VERY_LONG,,,,
984323175,85795,1990000,,1,VERY_LONG,,,,
984323195,10030,1990000,,1,VERY_LONG,,,,
984323266,10030,1990000,,1,VERY_LONG,,,,
984323288,8208,1990000,,1,VERY_LONG,,,,
984323316,8208,1990000,,1,VERY_LONG,,,,
984323344,130225,1990000,,1,VERY_LONG,,,,
984323375,130225,1990000,,1,VERY_LONG,,,,
984323397,20818,1990000,,1,VERY_LONG,,,,
984323422,20818,1990000,,1,VERY_LONG,,,,
984323442,20818,1990000,,1,VERY_LONG,,,,
984323476,82402,1990000,,1,VERY_LONG,,,,
984323494,82402,1990000,,1,VERY_LONG,,,,
984323513,153688,1990000,,1,VERY_LONG,,,,
984323540,153688,1990000,,1,VERY_LONG,,,,
984323569,153688,1990000,,1,VERY_LONG,,,,
984323594,153688,1990000,,1,VERY_LONG,,,,
984323643,153687,1990000,,1,VERY_LONG,,,,
984323659,153687,1990000,,1,VERY_LONG,,,,
984323675,153687,1990000,,1,VERY_LONG,,,,
984323705,38404,1990000,,1,VERY_LONG,,,,
984323730,38404,1990000,,1,VERY_LONG,,,,
984323753,38404,1990000,,1,VERY_LONG,,,,
984323776,161980,1990000,,1,VERY_LONG,,,,
984323793,161980,1990000,,1,VERY_LONG,,,,
984323821,44445,1990000,,1,VERY_LONG,,,,
984323849,6214,1990000,,1,VERY_LONG,,,,
984323877,6214,1990000,,1,VERY_LONG,,,,
984323903,43251,99990000,,1,VERY_LONG,,,,
984323936,43251,99990000,,1,VERY_LONG,,,,
984323959,43251,99990000,,1,VERY_LONG,,,,
984324007,23503,1990000,,1,VERY_LONG,,,,
984324038,126994,1990000,,1,VERY_LONG,,,,
984324057,90478,1990000,,1,VERY_LONG,,,,
984324081,43244,1990000,,1,VERY_LONG,,,,
984324117,43244,1990000,,1,VERY_LONG,,,,
984324130,43244,1990000,,1,VERY_LONG,,,,
984324151,23499,99990000,,1,VERY_LONG,,,,
984324175,41607,1990000,,1,VERY_LONG,,,,
984324197,41607,1990000,,1,VERY_LONG,,,,
984324217,56499,1990000,,1,VERY_LONG,,,,
984324237,128899,1990000,,1,VERY_LONG,,,,
984324262,54475,1990000,,1,VERY_LONG,,,,
984324280,82422,1990000,,1,VERY_LONG,,,,
984324299,93507,1990000,,1,VERY_LONG,,,,
984324312,21755,1990000,,1,VERY_LONG,,,,
984324352,3491,1990000,,1,VERY_LONG,,,,
984324367,3491,1990000,,1,VERY_LONG,,,,
984324382,82921,1990000,,1,VERY_LONG,,,,
984324400,82921,1990000,,1,VERY_LONG,,,,
984324420,85839,1990000,,1,VERY_LONG,,,,
984324436,54476,1990000,,1,VERY_LONG,,,,
984324459,52316,1990000,,1,VERY_LONG,,,,
984324476,93500,1990000,,1,VERY_LONG,,,,
984324493,32774,1990000,,1,VERY_LONG,,,,
984324507,32774,1990000,,1,VERY_LONG,,,,
984324523,32774,1990000,,1,VERY_LONG,,,,
984324594,38419,1990000,,1,VERY_LONG,,,,
984324614,132536,1990000,,1,VERY_LONG,,,,
984324635,128876,1990000,,1,VERY_LONG,,,,
984324660,55036,1990000,,1,VERY_LONG,,,,
984324680,93438,1990000,,1,VERY_LONG,,,,
984324696,93438,1990000,,1,VERY_LONG,,,,
984324732,82400,1990000,,1,VERY_LONG,,,,
984324744,10044,1990000,,1,VERY_LONG,,,,
984324852,161958,1990000,,1,VERY_LONG,,,,
984324866,93535,1990000,,1,VERY_LONG,,,,
984324928,24075,1990000,,1,VERY_LONG,,,,
984324942,29158,1990000,,1,VERY_LONG,,,,
984324957,29158,1990000,,1,VERY_LONG,,,,
984324977,21766,1990000,,1,VERY_LONG,,,,
984325003,21766,1990000,,1,VERY_LONG,,,,
984325020,41345,1990000,,1,VERY_LONG,,,,
984325044,41345,1990000,,1,VERY_LONG,,,,
984325063,41113,1990000,,1,VERY_LONG,,,,
984325082,128894,1990000,,1,VERY_LONG,,,,
984325098,128894,1990000,,1,VERY_LONG,,,,
984325117,127031,1990000,,1,VERY_LONG,,,,
984325139,127031,1990000,,1,VERY_LONG,,,,
984325189,12415,1990000,,1,VERY_LONG,,,,
984325212,25682,149990000,,1,VERY_LONG,,,,
984325235,161954,1990000,,1,VERY_LONG,,,,
984325256,161954,1990000,,1,VERY_LONG,,,,
984325281,6040,1990000,,1,VERY_LONG,,,,
984325330,56509,1990000,,1,VERY_LONG,,,,
984325374,52309,1990000,,1,VERY_LONG,,,,
984325393,52309,1990000,,1,VERY_LONG,,,,
984325414,52309,1990000,,1,VERY_LONG,,,,
984325428,10009,1990000,,1,VERY_LONG,,,,
984325471,21860,1990000,,1,VERY_LONG,,,,
984325493,21860,1990000,,1,VERY_LONG,,,,
984325519,93593,1990000,,1,VERY_LONG,,,,
984325546,85842,1990000,,1,VERY_LONG,,,,
984325564,85842,1990000,,1,VERY_LONG,,,,
984325590,85842,1990000,,1,VERY_LONG,,,,
984325616,85842,1990000,,1,VERY_LONG,,,,
984325640,7056,1990000,,1,VERY_LONG,,,,
984325661,82948,1990000,,1,VERY_LONG,,,,
984325689,24078,1990000,,1,VERY_LONG,,,,
984325710,24078,1990000,,1,VERY_LONG,,,,
984325728,24078,1990000,,1,VERY_LONG,,,,
984325754,24078,1990000,,1,VERY_LONG,,,,
984325774,93541,1990000,,1,VERY_LONG,,,,
984325804,130231,149990000,,1,VERY_LONG,,,,
984325824,20958,1990000,,1,VERY_LONG,,,,
984325869,54484,1990000,,1,VERY_LONG,,,,
984325891,54484,1990000,,1,VERY_LONG,,,,
984325913,85818,1990000,,1,VERY_LONG,,,,
984325942,85818,1990000,,1,VERY_LONG,,,,
984325991,93501,1990000,,1,VERY_LONG,,,,
984326013,153684,1990000,,1,VERY_LONG,,,,
984326032,153684,1990000,,1,VERY_LONG,,,,
984326047,82956,1990000,,1,VERY_LONG,,,,
984326085,3487,1990000,,1,VERY_LONG,,,,
984326113,130226,1990000,,1,VERY_LONG,,,,
984326142,93498,1990000,,1,VERY_LONG,,,,
984326166,153637,1990000,,1,VERY_LONG,,,,
984326183,21767,1990000,,1,VERY_LONG,,,,
984326204,21767,1990000,,1,VERY_LONG,,,,
984326229,30421,1990000,,1,VERY_LONG,,,,
984326414,127016,1990000,,1,VERY_LONG,,,,
984326429,128882,1990000,,1,VERY_LONG,,,,
984326443,21753,1990000,,1,VERY_LONG,,,,
984326485,43438,1990000,,1,VERY_LONG,,,,
984326534,52308,1990000,,1,VERY_LONG,,,,
984326571,38401,1990000,,1,VERY_LONG,,,,
984326615,39088,1990000,,1,VERY_LONG,,,,
984326646,93615,1990000,,1,VERY_LONG,,,,
984326664,93502,1990000,,1,VERY_LONG,,,,
984326682,55026,1990000,,1,VERY_LONG,,,,
984328769,36376,10000000,,1,VERY_LONG,,,,
984329048,37770,5550400,,1,VERY_LONG,,,,
984329064,36040,686200,,1,VERY_LONG,,,,
984329157,36152,10000000,,1,VERY_LONG,,,,
984330019,82800,24900000,,1,VERY_LONG,,,,
984330274,223133,500300,,1,VERY_LONG,,,,
984330295,223133,500300,,1,VERY_LONG,,,,
984330318,223133,500300,,1,VERY_LONG,,,,
984330663,3480,304400,,1,VERY_LONG,301400,,,
984330680,3480,304400,,1,VERY_LONG,301400,,,
984330690,14512,174200,,1,VERY_LONG,,,,
984330698,6399,1818300,,1,VERY_LONG,,,,
984330743,4712,7288600,,1,VERY_LONG,,,,
984330764,3491,1989900,,1,VERY_LONG,1970000,,,
984330869,3491,1989900,,1,VERY_LONG,1970000,,,
984330895,3491,1989900,,1,VERY_LONG,1970000,,,
984330920,3491,1989900,,1,VERY_LONG,1970000,,,
984330934,6040,843400,,1,VERY_LONG,835000,,,
984330950,6040,843400,,1,VERY_LONG,835000,,,
984330972,6040,843400,,1,VERY_LONG,835000,,,
984330983,6040,843400,,1,VERY_LONG,835000,,,
984331002,6040,843400,,1,VERY_LONG,835000,,,
984331026,6040,843400,,1,VERY_LONG,835000,,,
984331035,21305,489600,,1,VERY_LONG,,,,
984331054,6040,843400,,1,VERY_LONG,835000,,,
984331081,2850,1951700,,1,VERY_LONG,1932200,,,
984331100,3473,2989800,,1,VERY_LONG,2959900,,,
984331134,3473,2989800,,1,VERY_LONG,2959900,,,
984331147,3473,2989800,,1,VERY_LONG,2959900,,,
984331165,3473,2989800,,1,VERY_LONG,2959900,,,
984331188,3473,2989800,,1,VERY_LONG,2959900,,,
984331214,3473,2989800,,1,VERY_LONG,2959900,,,
984331243,3473,2989800,,1,VERY_LONG,2959900,,,
984331264,3473,2989800,,1,VERY_LONG,2959900,,,
984331365,60223,5032800,,1,VERY_LONG,,,,
984331429,30422,1990000,,1,VERY_LONG,,,,
984331461,30422,1990000,,1,VERY_LONG,,,,
984331485,7931,1813400,,1,VERY_LONG,1795300,,,
984331489,30422,1990000,,1,VERY_LONG,,,,
984331505,24076,1990000,,1,VERY_LONG,,,,
984331517,24076,1990000,,1,VERY_LONG,,,,
984331533,7931,1813400,,1,VERY_LONG,1795300,,,
984331545,20954,1990000,,1,VERY_LONG,,,,
984331567,20954,1990000,,1,VERY_LONG,,,,
984331590,20954,1990000,,1,VERY_LONG,,,,
984331605,7931,1813400,,1,VERY_LONG,1795300,,,
984331617,20954,1990000,,1,VERY_LONG,,,,
984331640,20954,1990000,,1,VERY_LONG,,,,
984331660,93617,1990000,,1,VERY_LONG,,,,
984331671,7931,1813400,,1,VERY_LONG,1795300,,,
984331681,93617,1990000,,1,VERY_LONG,,,,
984331689,7931,1813400,,1,VERY_LONG,1795300,,,
984331703,93617,1990000,,1,VERY_LONG,,,,
984331720,7931,1813400,,1,VERY_LONG,1795300,,,
984331724,54474,1990000,,1,VERY_LONG,,,,
984331743,7931,1813400,,1,VERY_LONG,1795300,,,
984331750,54474,1990000,,1,VERY_LONG,,,,
984331784,7931,1813400,,1,VERY_LONG,1795300,,,
984331785,54474,1990000,,1,VERY_LONG,,,,
984331811,40950,1990000,,1,VERY_LONG,,,,
984331819,7931,1813400,,1,VERY_LONG,1795300,,,
984331840,4255,1990000,,1,VERY_LONG,,,,
984331861,38407,1990000,,1,VERY_LONG,,,,
984331863,3840,2989900,,1,VERY_LONG,2960000,,,
984331892,85817,1990000,,1,VERY_LONG,,,,
984331899,3842,2203700,,1,VERY_LONG,2181700,,,
984331915,2308,1990000,,1,VERY_LONG,,,,
984331936,2854,509200,,1,VERY_LONG,504100,,,
984331953,21855,1990000,,1,VERY_LONG,,,,
984331975,85847,1990000,,1,VERY_LONG,,,,
984331993,2854,509200,,1,VERY_LONG,504100,,,
984332010,85847,1990000,,1,VERY_LONG,,,,
984332022,2854,509200,,1,VERY_LONG,504100,,,
984332044,12425,1990000,,1,VERY_LONG,,,,
984332071,2854,509200,,1,VERY_LONG,504100,,,
984332075,12425,1990000,,1,VERY_LONG,,,,
984332097,2854,509200,,1,VERY_LONG,504100,,,
984332107,130224,1990000,,1,VERY_LONG,,,,
984332132,130224,1990000,,1,VERY_LONG,,,,
984332140,2854,509200,,1,VERY_LONG,504100,,,
984332154,130224,1990000,,1,VERY_LONG,,,,
984332162,2854,509200,,1,VERY_LONG,504100,,,
984332177,130224,1990000,,1,VERY_LONG,,,,
984332180,2854,509200,,1,VERY_LONG,504100,,,
984332216,116165,1990000,,1,VERY_LONG,,,,
984332218,3835,1345800,,1,VERY_LONG,1332300,,,
984332284,3835,1345800,,1,VERY_LONG,1332300,,,
984332313,3835,1345800,,1,VERY_LONG,1332300,,,
984332343,3835,1345800,,1,VERY_LONG,1332300,,,
984332368,43248,1990000,,1,VERY_LONG,,,,
984332371,3835,1345800,,1,VERY_LONG,1332300,,,
984332398,3835,1345800,,1,VERY_LONG,1332300,,,
984332400,43248,1990000,,1,VERY_LONG,,,,
984332417,43248,1990000,,1,VERY_LONG,,,,
984332423,3835,1345800,,1,VERY_LONG,1332300,,,
984332446,3835,1345800,,1,VERY_LONG,1332300,,,
984332447,43248,1990000,,1,VERY_LONG,,,,
984332465,3835,1345800,,1,VERY_LONG,1332300,,,
984332473,43248,1990000,,1,VERY_LONG,,,,
984332498,20833,1990000,,1,VERY_LONG,,,,
984332522,20833,1990000,,1,VERY_LONG,,,,
984332550,20833,1990000,,1,VERY_LONG,,,,
984332577,20833,1990000,,1,VERY_LONG,,,,
984332620,132487,1990000,,1,VERY_LONG,,,,
984332650,93468,1990000,,1,VERY_LONG,,,,
984332671,54850,1990000,,1,VERY_LONG,,,,
984332865,40668,1990000,,1,VERY_LONG,,,,
984332893,40668,1990000,,1,VERY_LONG,,,,
984332918,7957,2989800,,1,VERY_LONG,2959900,,,
984332919,161969,1990000,,1,VERY_LONG,,,,
984332946,82800,8549700,,1,VERY_LONG,,,,
984332948,10003,1990000,,1,VERY_LONG,,,,
984332980,40671,1990000,,1,VERY_LONG,,,,
984332992,7957,2989800,,1,VERY_LONG,2959900,,,
984333024,21766,1990000,,1,VERY_LONG,,,,
984333052,21766,1990000,,1,VERY_LONG,,,,
984333063,12427,1989900,,1,VERY_LONG,1970000,,,
984333077,12408,1990000,,1,VERY_LONG,,,,
984333099,136712,1990000,,1,VERY_LONG,,,,
984333131,136712,1990000,,1,VERY_LONG,,,,
984333151,153686,1990000,,1,VERY_LONG,,,,
984333183,29158,1990000,,1,VERY_LONG,,,,
984333209,93579,1990000,,1,VERY_LONG,,,,
984333278,93579,1990000,,1,VERY_LONG,,,,
984333304,106465,276618700,,1,VERY_LONG,,,,
984333328,6395,358900,,1,VERY_LONG,,,,
984333345,106515,28941600,,1,VERY_LONG,,,,
984333353,128882,1990000,,1,VERY_LONG,,,,
984333375,106515,28941600,,1,VERY_LONG,,,,
984333382,128882,1990000,,1,VERY_LONG,,,,
984333405,12424,2989500,,1,VERY_LONG,2959600,,,
984333409,7332,13676400,,1,VERY_LONG,,,,
984333416,132490,1990000,,1,VERY_LONG,,,,
984333436,12424,2989500,,1,VERY_LONG,2959600,,,
984333440,3612,9978300,,1,VERY_LONG,,,,
984333464,12424,2989500,,1,VERY_LONG,2959600,,,
984333480,82430,1990000,,1,VERY_LONG,,,,
984333498,12424,2989500,,1,VERY_LONG,2959600,,,
984333516,42337,1990000,,1,VERY_LONG,,,,
984333517,14424,2992500,,1,VERY_LONG,,,,
984333532,12424,2989500,,1,VERY_LONG,2959600,,,
984333545,42337,1990000,,1,VERY_LONG,,,,
984333546,4410,21300500,,1,VERY_LONG,,,,
984333562,12424,2989500,,1,VERY_LONG,2959600,,,
984333574,42337,1990000,,1,VERY_LONG,,,,
984333580,116554,484278600,,1,VERY_LONG,,,,
984333587,12424,2989500,,1,VERY_LONG,2959600,,,
984333608,42337,1990000,,1,VERY_LONG,,,,
984333612,4362,741200,,1,VERY_LONG,733800,,,
984333615,106496,234169800,,1,VERY_LONG,,,,
984333638,12424,1990000,,1,VERY_LONG,,,,
984333639,4362,741200,,1,VERY_LONG,733800,,,
984333644,106496,234169800,,1,VERY_LONG,,,,
984333661,7919,483500,,1,VERY_LONG,478700,,,
984333666,85833,1990000,,1,VERY_LONG,,,,
984333669,116526,198770800,,1,VERY_LONG,,,,
984333685,7919,483500,,1,VERY_LONG,478700,,,
984333686,116527,207255600,,1,VERY_LONG,,,,
984333704,7919,483500,,1,VERY_LONG,478700,,,
984333705,106542,392391600,,1,VERY_LONG,,,,
984333715,82916,1990000,,1,VERY_LONG,,,,
984333726,106524,764238200,,1,VERY_LONG,,,,
984333729,7919,483500,,1,VERY_LONG,478700,,,
984333739,82916,1990000,,1,VERY_LONG,,,,
984333753,7919,483500,,1,VERY_LONG,478700,,,
984333756,106539,263157900,,1,VERY_LONG,,,,
984333775,93553,1990000,,1,VERY_LONG,,,,
984333782,106529,374004000,,1,VERY_LONG,,,,
984333784,7919,483500,,1,VERY_LONG,478700,,,
984333809,106529,374004000,,1,VERY_LONG,,,,
984333811,82424,1990000,,1,VERY_LONG,,,,
984333814,7919,483500,,1,VERY_LONG,478700,,,
984333837,116682,322974800,,1,VERY_LONG,,,,
984333845,10501,8999700,,1,VERY_LONG,8909700,,,
984333849,24075,1990000,,1,VERY_LONG,,,,
984333865,106554,748580400,,1,VERY_LONG,,,,
984333870,10501,8999700,,1,VERY_LONG,8909700,,,
984333881,24075,1990000,,1,VERY_LONG,,,,
984333895,10501,8999700,,1,VERY_LONG,8909700,,,
984333898,106554,748580400,,1,VERY_LONG,,,,
984333907,24075,1990000,,1,VERY_LONG,,,,
984333914,10501,8999700,,1,VERY_LONG,8909700,,,
984333920,106504,485741400,,1,VERY_LONG,,,,
984333930,85811,1990000,,1,VERY_LONG,,,,
984333934,10501,8999700,,1,VERY_LONG,8909700,,,
984333936,106504,485741400,,1,VERY_LONG,,,,
984333965,10501,8999700,,1,VERY_LONG,8909700,,,
984333968,116519,200000000,,1,VERY_LONG,,,,
984333969,128899,1990000,,1,VERY_LONG,,,,
984333991,10501,8999700,,1,VERY_LONG,8909700,,,
984334003,161955,1990000,,1,VERY_LONG,,,,
984334004,106464,841253800,,1,VERY_LONG,,,,
984334016,6350,1517000,,1,VERY_LONG,1501800,,,
984334031,85852,1990000,,1,VERY_LONG,,,,
984334034,106464,841253800,,1,VERY_LONG,,,,
984334042,6350,1517000,,1,VERY_LONG,1501800,,,
984334052,106467,381925000,,1,VERY_LONG,,,,
984334056,85852,1990000,,1,VERY_LONG,,,,
984334058,6350,1517000,,1,VERY_LONG,1501800,,,
984334073,106467,381925000,,1,VERY_LONG,,,,
984334075,24087,1990000,,1,VERY_LONG,,,,
984334080,6350,1517000,,1,VERY_LONG,1501800,,,
984334098,106467,381925000,,1,VERY_LONG,,,,
984334101,3472,1848800,,1,VERY_LONG,1830300,,,
984334105,24087,1990000,,1,VERY_LONG,,,,
984334130,3472,1848800,,1,VERY_LONG,1830300,,,
984334132,106523,269208700,,1,VERY_LONG,,,,
984334137,24087,1990000,,1,VERY_LONG,,,,
984334160,3472,1848800,,1,VERY_LONG,1830300,,,
984334163,9883,1993600,,1,VERY_LONG,,,,
984334191,3472,1848800,,1,VERY_LONG,1830300,,,
984334199,116557,398974900,,1,VERY_LONG,,,,
984334206,128881,1990000,,1,VERY_LONG,,,,
984334219,106494,656120500,,1,VERY_LONG,,,,
984334225,15999,9673300,,1,VERY_LONG,9576600,,,
984334229,132488,1990000,,1,VERY_LONG,,,,
984334243,106494,656120500,,1,VERY_LONG,,,,
984334244,12425,1998600,,1,VERY_LONG,1978600,,,
984334265,12425,1998600,,1,VERY_LONG,1978600,,,
984334268,116513,394835100,,1,VERY_LONG,,,,
984334287,116702,104336200,,1,VERY_LONG,,,,
984334288,12259,1989900,,1,VERY_LONG,1970000,,,
984334309,12259,1989900,,1,VERY_LONG,1970000,,,
984334313,106553,918541000,,1,VERY_LONG,,,,
984334333,7934,2989900,,1,VERY_LONG,2960000,,,
984334338,106553,918541000,,1,VERY_LONG,,,,
984334361,12408,1474100,,1,VERY_LONG,1459400,,,
984334365,54486,1990000,,1,VERY_LONG,,,,
984334371,10312,1301900,,1,VERY_LONG,,,,
984334386,12408,1474100,,1,VERY_LONG,1459400,,,
984334392,132492,1990000,,1,VERY_LONG,,,,
984334399,106458,1499999900,,1,VERY_LONG,,,,
984334411,12408,1474100,,1,VERY_LONG,1459400,,,
984334417,93500,1990000,,1,VERY_LONG,,,,
984334420,116520,134794400,,1,VERY_LONG,,,,
984334437,12408,1474100,,1,VERY_LONG,1459400,,,
984334439,116522,135304700,,1,VERY_LONG,,,,
984334464,15173,44778800,,1,VERY_LONG,,,,
984334465,12408,1474100,,1,VERY_LONG,1459400,,,
984334488,106577,417819700,,1,VERY_LONG,,,,
984334487,12408,1474100,,1,VERY_LONG,1459400,,,
984334494,54481,1990000,,1,VERY_LONG,,,,
984334515,106485,360868400,,1,VERY_LONG,,,,
984334522,54481,1990000,,1,VERY_LONG,,,,
984334537,106485,360868400,,1,VERY_LONG,,,,
984334549,54481,1990000,,1,VERY_LONG,,,,
984334562,106485,360868400,,1,VERY_LONG,,,,
984334571,23497,1990000,,1,VERY_LONG,,,,
984334589,116521,474176900,,1,VERY_LONG,,,,
984334602,93541,1990000,,1,VERY_LONG,,,,
984334609,106536,213140100,,1,VERY_LONG,,,,
984334619,93532,1990000,,1,VERY_LONG,,,,
984334627,106536,213140100,,1,VERY_LONG,,,,
984334645,14905,14404500,,1,VERY_LONG,,,,
984334653,54477,1990000,,1,VERY_LONG,,,,
984334664,118873,2549085600,,1,VERY_LONG,,,,
984334692,14831,16603300,,1,VERY_LONG,,,,
984334706,82957,1990000,,1,VERY_LONG,,,,
984334712,106444,106101800,,1,VERY_LONG,,,,
984334733,116536,138388300,,1,VERY_LONG,,,,
984334748,82950,1990000,,1,VERY_LONG,,,,
984334752,116536,138388300,,1,VERY_LONG,,,,
984334769,40955,1990000,,1,VERY_LONG,,,,
984334770,106506,118197500,,1,VERY_LONG,,,,
984334783,116166,1990000,,1,VERY_LONG,,,,
984334796,106521,667291200,,1,VERY_LONG,,,,
984334809,127016,1990000,,1,VERY_LONG,,,,
984334821,116528,6686608500,,1,VERY_LONG,,,,
984334839,127016,1990000,,1,VERY_LONG,,,,
984334845,116551,271010600,,1,VERY_LONG,,,,
984334863,85834,1990000,,1,VERY_LONG,,,,
984334867,106507,264467400,,1,VERY_LONG,,,,
984334885,85834,1990000,,1,VERY_LONG,,,,
984334894,118782,149999900,,1,VERY_LONG,,,,
984334909,116558,239774800,,1,VERY_LONG,,,,
984334927,106492,182880100,,1,VERY_LONG,,,,
984334941,21852,1990000,,1,VERY_LONG,,,,
984334950,9933,6407300,,1,VERY_LONG,,,,
984334966,21852,1990000,,1,VERY_LONG,,,,
984334981,93463,1990000,,1,VERY_LONG,,,,
984334982,116680,131785500,,1,VERY_LONG,,,,
984335000,116427,1990000,,1,VERY_LONG,,,,
984335002,106501,259991800,,1,VERY_LONG,,,,
984335022,15615,14795900,,1,VERY_LONG,,,,
984335028,41344,1990000,,1,VERY_LONG,,,,
984335043,106578,152006400,,1,VERY_LONG,,,,
984335048,90476,1990000,,1,VERY_LONG,,,,
984335069,90476,1990000,,1,VERY_LONG,,,,
984335075,106551,1203791900,,1,VERY_LONG,,,,
984335104,130223,1990000,,1,VERY_LONG,,,,
984335109,118800,5855220000,,1,VERY_LONG,,,,
984335126,130223,1990000,,1,VERY_LONG,,,,
984335130,106544,689539800,,1,VERY_LONG,,,,
984335150,106478,500082700,,1,VERY_LONG,,,,
984335152,130223,1990000,,1,VERY_LONG,,,,
984335171,41528,1990000,,1,VERY_LONG,,,,
984335175,9844,12902000,,1,VERY_LONG,,,,
984335196,41528,1990000,,1,VERY_LONG,,,,
984335198,106547,634700700,,1,VERY_LONG,,,,
984335226,14261,4250700,,1,VERY_LONG,,,,
984335244,106541,600075600,,1,VERY_LONG,,,,
984335254,106428,116098000,,1,VERY_LONG,,,,
984335269,106527,1256295900,,1,VERY_LONG,,,,
984335275,93491,1990000,,1,VERY_LONG,,,,
984335290,82429,1990000,,1,VERY_LONG,,,,
984335295,116542,379469800,,1,VERY_LONG,,,,
984335328,93542,1990000,,1,VERY_LONG,,,,
984335332,116705,272823200,,1,VERY_LONG,,,,
984335352,15609,9957400,,1,VERY_LONG,,,,
984335353,41347,1990000,,1,VERY_LONG,,,,
984335378,20959,1990000,,1,VERY_LONG,,,,
984335382,106405,129332700,,1,VERY_LONG,,,,
984335403,106570,93371500,,1,VERY_LONG,,,,
984335418,128883,1990000,,1,VERY_LONG,,,,
984335423,14895,100007600,,1,VERY_LONG,,,,
984335439,106477,28496000,,1,VERY_LONG,,,,
984335458,106520,1375642500,,1,VERY_LONG,,,,
984335463,20818,1990000,,1,VERY_LONG,,,,
984335473,9889,32297700,,1,VERY_LONG,,,,
984335491,6411,5706200,,1,VERY_LONG,,,,
984335511,3873,7570200,,1,VERY_LONG,,,,
984335531,7086,1858000,,1,VERY_LONG,,,,
984335552,2951,21562700,,1,VERY_LONG,,,,
984335572,1207,3226800,,1,VERY_LONG,,,,
984335594,1982,418667800,,1,VERY_LONG,,,,
984335624,106495,1253722500,,1,VERY_LONG,,,,
984335647,106497,491527100,,1,VERY_LONG,,,,
984335667,106493,384502900,,1,VERY_LONG,,,,
984336820,3480,304400,,1,VERY_LONG,301400,,,
984336822,233542,4000000,,1,VERY_LONG,,,,
984336843,3480,304400,,1,VERY_LONG,301400,,,
984336866,3480,304400,,1,VERY_LONG,301400,,,
984336883,3480,304400,,1,VERY_LONG,301400,,,
984336896,3480,304400,,1,VERY_LONG,301400,,,
984336911,3480,304400,,1,VERY_LONG,301400,,,
984336928,3480,304400,,1,VERY_LONG,301400,,,
984336940,55024,14763500,,1,VERY_LONG,14615900,,,
984336956,55035,11457500,,1,VERY_LONG,11342900,,,
984336973,55035,11457500,,1,VERY_LONG,11342900,,,
984336999,55035,11457500,,1,VERY_LONG,11342900,,,
984337045,3491,1989900,,1,VERY_LONG,1970000,,,
984337065,6040,843400,,1,VERY_LONG,835000,,,
984337079,6040,843400,,1,VERY_LONG,835000,,,
984337105,6040,843400,,1,VERY_LONG,835000,,,
984337123,55030,10492000,,1,VERY_LONG,10387100,,,
984337143,55030,10492000,,1,VERY_LONG,10387100,,,
984337159,55030,10492000,,1,VERY_LONG,10387100,,,
984337182,55030,10492000,,1,VERY_LONG,10387100,,,
984337198,55030,10492000,,1,VERY_LONG,10387100,,,
984337222,55030,10492000,,1,VERY_LONG,10387100,,,
984337232,55030,10492000,,1,VERY_LONG,10387100,,,
984337250,3473,2989800,,1,VERY_LONG,2959900,,,
984337264,10503,2989800,,1,VERY_LONG,2959900,,,
984337283,60223,5032800,,1,VERY_LONG,,,,
984337306,60223,5032800,,1,VERY_LONG,,,,
984337331,60223,5032800,,1,VERY_LONG,,,,
